gene	TS001	TS002	TS003	TS004	TS005	TS006	TS007	TS008	TS009	TS010	TS011	TS012	TS003-2
C1orf50	157	157	163	144	61	166	64	53	58	97	97	65	195
C1orf56	1080	1966	1012	695	66	749	81	94	68	123	127	97	918
C1orf54	46	41	16	42	13	38	16	28	30	19	22	29	14
MARC1	11	8	20	37	47	41	25	24	39	46	34	42	23
MARC2	70	96	160	178	269	170	312	302	226	448	337	310	144
SMPD4	312	972	736	634	290	705	366	340	303	469	387	330	714
SMPD1	231	377	263	313	239	212	279	249	202	449	314	297	254
SMPD3	215	494	343	588	431	631	306	385	571	452	330	417	340
SMPD2	496	843	329	327	17	289	31	26	16	33	26	31	295
BRIP1	232	510	363	248	5	236	22	13	19	10	28	17	417
PDE11A	66	91	73	59	14	58	7	22	12	9	29	21	84
TTC28	302	819	773	741	537	885	451	546	418	693	556	460	835
TTC29	988	1963	809	622	2	409	7	5	2	1	5	2	845
TTC24	0	0	1	3	3	1	3	3	1	1	6	1	2
TTC25	964	1765	675	676	9	562	8	19	7	4	19	13	703
TTC26	142	227	181	119	28	135	25	27	13	38	39	24	224
TTC27	254	306	209	167	114	214	84	141	67	175	152	138	247
PATL2	1	7	4	3	0	7	0	1	5	1	2	3	3
TTC22	2	25	8	5	0	3	2	1	1	0	0	1	8
PATL1	157	495	503	522	377	581	325	342	273	537	393	406	643
ENO1	2795	4723	3357	3714	1964	3732	2473	2470	2001	4611	3610	2853	3405
ENO2	107	178	131	190	96	265	27	116	107	71	53	111	141
ENO3	67	83	130	93	10	166	9	15	14	11	8	12	131
ENO4	49	93	65	75	37	82	33	32	28	28	29	30	69
CFD	284	249	37	360	360	1981	103	230	377	314	371	565	44
OBSCN	98	370	219	297	182	394	75	127	206	119	212	231	225
SRRD	189	289	170	165	82	142	88	95	82	184	145	95	213
MCL1	1059	1952	2856	2710	1635	2320	2398	8299	2511	4861	3188	1903	3202
SORBS1	201	427	296	784	378	560	553	634	513	442	316	400	333
SORBS3	1277	3252	2142	1851	1123	1538	1133	1525	1246	1598	1621	1417	2105
SORBS2	30	33	110	126	114	216	117	136	73	134	93	116	136
ODC1	2054	2697	2279	1991	1057	1953	1219	2431	888	2301	1771	1238	2309
IL18RAP	0	2	0	2	3	2	0	4	0	0	0	3	1
EOMES	4	6	5	11	7	7	0	4	0	2	0	4	5
CGB1	1	1	1	0	0	3	0	0	0	0	0	0	0
PDSS1	52	59	48	33	11	48	17	18	9	11	8	11	46
LOC729059	218	265	134	117	1	14	1	0	0	0	1	0	107
FBXO18	366	752	1259	1046	958	1109	1041	1205	888	1715	1387	1182	1191
FKBP15	80	228	248	269	228	294	194	321	240	346	345	253	231
UBE2J1	561	1060	774	803	482	658	427	521	416	621	613	537	865
FKBP10	182	274	184	440	328	595	249	412	402	345	323	399	198
FKBP11	49	53	84	103	106	85	123	166	87	126	123	96	76
FBXO10	266	698	400	473	256	413	243	249	150	423	292	277	405
FBXO11	962	1410	1456	1218	701	1476	756	831	559	1039	955	758	1515
FBXO16	31	71	33	30	14	15	7	10	5	15	13	11	35
TACO1	176	261	154	143	97	211	107	113	85	184	128	118	199
FBXO15	256	353	178	161	7	261	4	6	8	9	18	9	222
SFTA3	0	0	3	1	0	0	0	0	0	0	1	0	2
SFTA2	7	11	5	0	0	4	0	1	0	0	0	0	2
CNGB1	8	31	12	17	0	12	1	2	1	1	0	0	8
CNGB3	62	342	68	76	1	35	1	0	1	0	1	0	58
BCLAF1	867	1346	1755	1615	1104	1853	1416	1579	1011	2030	1991	1333	1994
PLA2G6	583	1601	1116	891	288	1002	385	287	348	493	406	491	1109
PLA2G7	7	3	2	6	10	5	2	6	2	6	10	8	4
PLA2G5	74	124	82	230	132	274	107	173	178	175	178	228	83
PLA2G3	5	20	14	12	0	12	0	1	1	0	7	6	8
GDPGP1	34	50	49	45	20	40	25	13	19	32	26	17	38
CCDC77	170	299	210	162	32	221	48	55	53	63	67	46	201
KRTAP1-3	0	0	0	1	0	0	0	1	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0	1	0	0	0	0	0	0
CCDC73	93	181	171	109	24	200	55	72	30	84	50	49	218
CCDC70	1357	2107	908	805	3	244	4	6	1	0	12	3	898
CCDC71	184	341	314	267	175	243	198	179	189	346	282	229	304
CCDC78	14	27	30	13	11	25	14	10	6	12	7	13	29
CCDC79	157	276	232	140	1	183	0	0	1	1	0	1	261
HIST3H2BB	0	2	0	0	1	0	1	0	1	5	1	0	0
GHITM	2193	3160	2348	2019	882	1869	1218	1125	810	1767	1762	1404	2468
CNTLN	111	251	256	250	196	332	244	182	140	371	341	232	298
CSHL1	0	3	0	1	0	0	0	0	0	0	0	0	0
FKBP1B	17	19	10	18	8	27	7	2	6	4	5	11	10
FKBP1A	355	444	523	595	532	683	576	503	418	800	590	743	550
MAP10	79	141	168	99	113	136	86	77	61	111	131	64	170
LGALS9C	1	2	0	6	0	0	0	0	1	0	0	0	2
LGALS9B	0	0	1	1	0	1	0	0	0	0	0	0	0
UNC50	453	501	451	404	204	477	254	254	187	408	285	267	459
NKAIN4	21	40	27	29	2	13	26	12	1	6	38	37	22
NKAIN3	1	2	2	1	1	3	0	0	0	0	0	0	0
NKAIN2	16	13	14	13	1	6	0	2	2	1	5	0	26
NKAIN1	5	23	17	11	0	16	1	1	0	2	1	2	11
MAP1A	146	548	477	528	484	692	287	503	307	493	370	410	514
MAP1B	619	1090	1918	1783	2760	2204	2803	2563	1551	4416	3809	2713	2046
IGSF9B	8	70	124	125	210	137	95	236	172	369	219	124	145
RMI2	195	323	243	271	60	360	54	111	57	33	53	53	281
UNC5B	91	327	1070	547	148	528	641	324	1131	2108	416	229	996
UNC5C	71	141	237	302	414	377	514	326	296	670	506	435	230
VGF	13	36	25	17	2	38	1	3	2	3	3	5	25
UNC5A	16	47	24	22	0	16	0	4	1	0	2	1	20
UNC5D	18	53	41	19	1	29	0	1	2	0	0	0	41
MAP1S	579	2562	1223	1100	293	872	276	274	215	493	321	350	1086
CCP110	771	1267	1549	876	94	1397	66	96	84	78	94	85	1666
RPL18A	75	78	91	114	97	113	107	106	105	149	98	135	80
CLEC18A	10	5	18	4	9	5	23	22	10	8	32	9	17
CEND1	6	4	7	4	7	8	4	9	2	4	4	4	6
CLEC18B	11	4	9	24	28	18	34	56	26	20	61	11	17
SDR42E1	93	110	118	73	29	121	37	27	35	33	54	15	127
ALOX12B	5	6	10	3	1	6	5	4	1	7	4	2	10
EPB41L1	238	431	506	615	453	684	434	489	454	657	462	572	482
PPCDC	102	106	107	112	69	137	100	95	103	140	109	130	99
EPB41L3	750	2053	1795	1633	857	1203	1044	1092	708	2010	1503	1223	1931
EPB41L2	878	2377	2523	2038	1273	2066	1018	1325	1082	2226	1343	1545	2766
EPB41L5	762	1534	1613	1268	313	1419	352	338	236	577	426	287	1694
ACSS3	34	60	34	94	58	95	46	64	64	61	82	95	29
ACSS2	261	488	455	508	363	616	370	337	277	376	652	440	489
ACSS1	785	1045	1894	1656	1608	1516	1965	2556	1983	3153	3140	2344	1944
KIDINS220	245	498	678	781	806	840	708	764	638	990	921	729	764
PCOLCE2	82	109	109	66	1	91	6	1	0	5	8	10	106
DFNA5	221	188	457	474	432	358	648	581	451	1153	660	510	468
MAGEH1	542	529	1052	800	787	613	1319	1020	757	2276	1623	1447	1101
WNT3	88	122	46	48	8	49	2	5	4	2	2	10	41
WNT2	28	95	11	28	3	12	2	11	3	3	0	7	13
WNT1	13	38	38	23	0	34	1	1	1	0	1	1	44
LRRN4	1	2	3	2	0	2	4	2	3	2	2	0	2
AGXT	1	1	1	0	3	1	0	6	2	1	6	4	1
LRRN2	80	117	105	258	545	94	447	631	232	455	575	553	107
LRRN1	77	167	487	329	426	226	755	806	430	1557	877	682	537
WNT4	18	31	28	51	44	23	22	19	43	54	17	31	26
RNF175	29	32	17	7	5	20	3	2	1	3	4	0	27
RNF170	109	148	235	244	188	248	166	216	174	239	243	279	220
PCNA	667	655	536	424	97	588	100	107	84	138	124	119	522
ZBTB7A	67	185	282	300	324	356	287	383	271	459	398	376	250
ZBTB7C	125	323	284	389	528	283	527	471	365	848	757	591	295
ZBTB7B	101	231	260	234	332	330	320	286	204	478	459	439	218
PCNP	485	614	604	810	604	927	547	681	499	749	771	762	701
PCNT	677	1575	1829	1234	726	1498	787	891	491	1047	954	748	1783
PCNX	836	1742	1707	1439	1048	1602	1148	1090	758	1597	1439	903	1929
UTY	56	138	280	227	264	239	370	410	263	546	399	267	297
PACRG	364	665	320	236	37	178	65	77	44	109	84	40	354
DNPH1	35	44	39	64	39	53	33	37	44	46	39	59	24
UFD1L	192	426	267	245	87	275	120	111	95	189	109	136	267
ILF3	2260	4592	4551	4278	2583	4770	2891	3023	2396	3880	3793	3104	4627
ILF2	1483	1660	1343	1087	420	1312	463	502	362	756	643	619	1444
BOK	148	207	406	413	444	334	432	378	338	773	509	611	375
BOC	48	97	103	221	189	250	69	187	158	131	139	218	82
DENND2C	66	215	205	100	10	147	7	12	15	10	13	9	237
DENND2A	39	54	40	103	76	114	26	68	57	52	48	89	48
DENND2D	181	291	204	127	73	104	66	65	31	112	123	98	238
GAGE1	24	29	53	22	0	45	0	0	0	0	0	0	49
PPT1	615	844	1160	1063	1002	972	1336	1165	963	1926	1508	1381	1390
PPT2	49	96	132	136	103	106	138	178	116	245	189	165	124
GAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE7	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB125	2	4	2	0	0	3	0	0	0	0	0	0	1
SAFB	692	912	933	769	361	1130	317	374	360	471	386	488	910
TRNP1	15	20	20	14	8	58	5	7	8	8	5	10	38
DEFB123	470	333	819	597	699	403	1164	945	654	1705	898	900	834
PPP1R26	216	414	590	517	457	537	475	503	296	590	606	584	540
PPP1R21	170	248	341	331	248	342	209	305	206	340	305	254	381
NGLY1	1030	1541	826	840	179	745	149	156	114	244	198	190	898
LMX1A	31	105	23	23	0	9	1	3	1	0	0	0	31
ZCCHC24	223	395	664	735	1078	860	722	1053	759	1295	1131	1028	664
LMX1B	46	109	101	80	3	93	2	6	2	0	3	2	85
OR6V1	0	2	0	0	0	1	0	0	0	0	0	0	0
MRGPRF	87	150	92	284	227	261	110	210	258	260	145	222	107
ETV3L	1	1	0	0	1	2	0	1	0	0	0	0	3
KCP	12	35	17	15	0	10	2	2	0	2	2	2	13
CNR1	13	23	43	34	20	104	15	29	19	8	9	10	49
GBX2	3	4	3	2	0	7	0	0	0	1	0	0	4
GBX1	53	130	84	64	0	103	0	1	1	0	1	0	70
CNR2	0	3	6	2	0	1	0	0	0	0	1	0	3
GNL3L	44	144	161	140	168	175	163	166	117	320	215	157	189
TGS1	126	229	298	223	123	305	193	179	127	313	239	183	321
ANKS1B	83	148	110	68	7	69	13	18	15	23	5	9	139
ANKS1A	556	1201	1798	1560	1389	1380	1575	1438	1256	2803	1734	1741	1922
ADAM10	142	311	382	331	300	375	432	400	241	592	499	327	446
ADAM11	70	239	177	199	117	174	113	157	93	117	177	166	182
ADAM12	3	23	26	56	40	86	16	44	36	33	37	81	21
ADAM15	107	189	209	258	187	457	183	318	323	240	276	314	209
ADAM17	165	351	647	511	530	439	712	695	460	1231	920	725	704
ADAM18	340	444	182	132	0	144	1	1	0	0	5	1	196
ADAM19	34	70	102	100	34	125	23	68	42	30	32	56	92
MEPE	2	1	1	1	0	0	1	5	1	0	0	3	3
HAGH	716	1021	716	599	208	654	345	267	203	386	421	384	634
G3BP1	650	1001	968	841	307	1122	181	269	228	363	385	344	1058
OPALIN	1	1	1	0	0	0	0	0	0	0	0	0	1
U2AF1L4	125	178	118	113	36	130	62	55	52	75	86	92	95
NDEL1	289	516	475	413	317	460	290	347	276	509	472	418	535
SHANK3	74	348	362	411	353	753	189	433	479	314	231	254	298
SHANK2	24	88	78	63	40	89	35	23	21	46	13	26	65
SHANK1	11	76	63	44	13	52	9	11	10	9	6	10	59
PLAC8L1	175	150	107	61	8	22	7	6	6	6	6	5	81
UCP2	138	335	262	230	152	327	94	195	103	167	138	115	256
PCSK9	20	41	25	23	4	40	2	5	3	6	25	14	20
PCSK2	42	252	248	67	31	51	255	901	450	1787	661	310	261
PCSK1	5	11	7	17	12	10	5	14	4	14	6	30	12
PCSK6	205	431	977	781	1001	660	1814	1079	842	3086	2462	1646	1044
PCSK7	292	508	460	470	210	512	261	374	244	421	261	268	445
PCSK4	1449	3810	2029	1206	33	1606	51	42	41	52	57	60	1903
PCSK5	28	86	115	99	147	83	205	173	106	341	191	169	141
SP140L	24	55	47	81	62	56	38	55	63	57	75	50	52
TC2N	134	253	234	256	57	307	19	122	88	133	129	63	253
PLTP	118	263	142	690	432	1631	335	359	657	492	313	569	152
DPYSL4	133	264	157	158	37	209	25	71	72	16	47	55	162
SETBP1	34	117	195	220	267	237	296	277	240	483	331	292	173
SAMSN1	6	4	5	23	14	18	1	10	7	5	9	14	5
FAM151B	18	26	14	15	4	33	2	6	4	5	5	2	11
FAM151A	3	12	5	3	1	1	4	4	2	2	4	3	8
PAXIP1	133	370	380	272	115	393	107	113	80	104	106	92	371
VPRBP	758	3157	1998	1447	158	759	225	209	146	402	277	178	2089
USE1	128	123	108	148	93	120	116	74	83	81	93	100	101
CNRIP1	29	46	27	113	95	127	40	86	91	74	87	132	31
ARMCX5-GPRASP2	3	2	0	3	7	1	2	3	2	4	6	1	4
CDC34	1073	1223	997	962	288	1087	339	279	211	421	370	343	991
CDC37	726	1477	1196	1219	898	1344	1052	1095	901	1355	1307	1307	1110
OR2T34	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T35	1	0	0	1	0	0	0	0	0	0	0	0	0
OR2T33	3	0	0	0	0	3	0	0	0	0	0	0	1
SPIN2A	0	0	0	0	2	2	2	2	0	4	2	1	0
SPIN2B	10	16	22	29	26	27	21	24	19	58	53	28	19
PGLS	158	188	219	203	134	251	197	194	199	303	215	267	185
WDR7	120	347	302	231	218	205	227	219	140	369	319	188	308
CCDC42B	6	10	4	11	2	8	3	6	9	9	1	2	5
WDR1	1660	3167	2296	2550	1218	2403	1419	1373	925	1723	1357	1536	2300
CCNA1	699	2060	1056	809	3	756	2	6	5	3	6	2	1106
DYNC1I1	20	62	24	46	16	54	20	36	26	32	56	48	22
VPS28	885	1019	743	673	290	812	318	331	313	366	423	443	686
DYNC1I2	295	473	529	491	260	461	397	308	217	598	448	460	509
TAS2R50	0	1	0	1	1	0	0	3	2	0	0	1	1
SKA3	147	243	184	155	3	251	3	3	3	2	1	3	205
SKA2	176	194	264	253	195	242	289	274	197	400	355	329	241
GRID2IP	13	30	21	16	2	13	3	1	3	2	2	1	27
PCDH20	11	28	12	17	6	5	1	7	3	3	1	5	13
MT1P2	1	1	0	0	1	0	0	0	0	0	0	1	1
C6orf89	779	1540	1970	1808	1495	1615	1949	1675	1318	3168	2270	1925	1965
PPP1R13B	662	2228	1315	1055	314	1177	376	483	558	711	360	321	1246
PPP1R13L	11	65	39	56	41	142	29	51	80	65	37	48	43
TMC5	92	291	128	100	124	59	55	86	21	54	61	56	115
WNT10A	8	11	10	7	2	6	2	3	7	10	1	5	10
WNT10B	25	68	54	39	1	61	1	1	3	3	2	4	53
NEUROG3	1	0	0	0	1	0	0	0	0	0	0	1	1
OR4A47	0	0	0	0	0	0	0	0	0	0	0	0	0
HOGA1	5	16	8	6	5	11	10	3	1	20	6	1	14
TM4SF18	12	33	57	84	122	215	33	118	124	63	86	88	51
TM4SF19	6	9	6	3	0	2	0	2	0	0	0	0	5
POU3F3	2	1	4	3	0	5	0	0	0	0	0	0	1
POU3F2	3	9	17	11	0	10	1	4	1	0	1	0	10
POU3F1	40	84	64	59	4	87	13	11	7	5	35	8	73
LAMB1	348	646	380	1470	1782	1044	1013	1648	1516	1261	874	1518	438
LAMB3	17	41	37	31	33	30	20	20	18	40	18	43	39
LAMB2	901	1328	1692	2582	3081	2610	2514	2531	2382	3250	3222	3412	1667
CYSLTR2	3	2	6	7	3	10	1	10	8	10	40	11	4
LAMB4	17	75	21	20	0	15	0	1	2	1	1	0	16
ATP7B	395	1073	492	610	106	270	152	226	143	217	194	199	530
MPHOSPH9	142	403	273	219	60	243	56	52	32	72	68	36	313
MPHOSPH8	446	704	795	704	404	818	243	405	375	505	448	423	760
POU3F4	0	0	0	0	0	1	0	1	0	0	0	0	0
MPHOSPH6	137	174	173	150	65	216	71	93	59	101	92	68	163
ASTN2	446	582	929	1033	1284	720	1825	1116	1093	2745	1722	1680	973
ASTN1	17	70	46	38	14	73	15	33	16	7	45	13	34
MGA	407	799	1055	770	561	924	530	611	409	833	698	474	1246
MGP	616	382	426	1684	1216	1876	574	1342	1352	1067	951	1090	470
ADSS	1266	1495	1236	1123	247	1368	300	385	194	589	393	340	1388
SAMD4A	1402	4084	1335	1568	124	536	112	144	107	134	124	101	1387
ADSL	355	475	423	366	211	403	220	227	170	396	268	275	464
SAMD4B	227	1335	1391	1085	714	1225	767	815	669	1373	1048	886	1370
GAS2L1	770	1041	1979	1672	2057	1387	2709	2410	1611	4008	2878	2366	1896
GAS2L3	12	43	57	27	3	40	16	6	2	24	13	7	54
GAS2L2	4	8	3	3	7	9	6	10	5	4	7	6	9
FAM53B	510	1350	1351	1313	951	1374	995	857	813	1792	1216	1156	1348
FAM53C	1117	2698	2590	2252	1412	1627	1402	1568	977	2466	1485	1462	2665
LOC646498	32	67	15	19	1	17	0	0	0	0	1	0	29
XRRA1	439	1202	685	429	27	469	21	23	38	109	74	27	711
HN1L	411	608	593	548	259	668	125	215	160	234	219	195	597
ZW10	230	381	302	304	118	346	136	129	94	146	183	119	369
RSRC1	52	113	77	76	52	84	45	53	27	50	76	85	88
RSRC2	712	1044	953	904	522	988	486	572	375	702	696	649	1099
CPN2	2	3	13	7	30	12	30	31	10	60	29	31	9
CPN1	7	29	20	10	0	19	0	0	2	0	1	0	21
CDADC1	266	454	387	285	115	310	128	130	129	231	151	159	393
PHACTR1	18	47	27	27	15	16	6	13	9	13	9	8	27
OR2K2	1	2	0	2	0	4	0	1	0	1	2	1	2
ARHGAP44	64	233	165	177	41	191	38	60	69	61	54	79	153
CASQ1	46	82	91	76	8	34	12	11	18	12	55	19	65
ARHGAP40	21	58	26	19	0	9	0	2	0	0	1	0	23
ARHGAP42	60	175	76	63	45	66	43	22	14	38	24	29	81
NLGN1	53	160	43	63	27	74	12	30	32	28	27	18	54
SOX18	62	93	75	84	41	159	26	65	95	39	32	48	67
CDC42EP3	639	1533	929	954	231	968	204	281	423	373	210	196	1004
CDC42EP2	23	48	46	58	50	96	35	42	45	50	44	46	47
CDC42EP1	227	493	686	659	752	664	1138	871	821	1550	1031	1213	579
CDC42EP5	39	65	32	55	43	38	21	47	35	39	17	38	31
CDC42EP4	387	761	1217	1119	1329	969	1726	1587	1040	2501	1816	1732	1204
GPRC6A	0	0	0	0	0	1	0	2	0	0	0	0	4
TBKBP1	207	694	418	417	165	518	136	194	221	156	138	203	362
ABI2	786	1390	1567	1516	1463	1532	1710	1629	1045	2180	1847	1458	1667
ABI3	10	15	14	14	11	31	3	24	20	8	12	11	14
OTC	7	7	4	6	0	4	0	0	0	0	0	1	5
TESC	275	299	183	159	9	171	22	18	19	25	20	37	159
OTP	6	5	9	9	0	9	0	0	0	0	0	0	11
PITPNC1	67	69	133	114	137	135	157	181	136	311	157	122	137
KRT39	0	0	1	0	0	0	0	0	0	0	0	0	4
KRT31	1	4	3	5	0	2	0	1	0	1	1	0	4
KRT32	3	1	0	0	4	3	0	2	10	3	0	1	1
KRT35	1	0	0	0	1	0	0	0	0	0	2	0	0
AOC3	167	233	309	567	261	672	204	404	521	544	288	348	304
KRT37	1	0	1	0	0	1	0	0	1	1	0	0	0
KRT36	2	3	4	2	2	0	1	0	0	0	0	4	2
IL21	2	13	12	2	0	4	0	0	0	0	0	0	9
IL20	0	1	0	2	0	0	0	1	0	0	0	0	2
IL22	1	0	1	1	0	0	0	0	0	0	0	0	2
IL25	6	12	5	2	1	6	0	0	1	0	0	0	7
IL24	1	0	2	0	0	0	0	0	0	0	0	0	0
IL27	0	2	1	3	2	1	0	1	5	0	0	1	1
IL26	1	0	0	0	0	0	0	0	0	0	0	1	0
TIMP2	2476	5849	6753	9609	9086	9600	11230	9308	10137	14614	6526	10071	6915
EPX	2	2	7	5	8	12	10	15	4	10	9	16	10
CLINT1	326	483	794	695	631	909	732	954	543	1073	1051	754	843
DMAP1	310	399	382	375	169	459	250	224	242	295	256	289	370
SLC22A7	19	67	54	22	3	39	3	2	2	0	1	0	37
AHRR	302	569	307	254	28	500	12	26	56	24	20	37	313
ADCY4	12	27	45	74	90	229	84	163	153	93	92	69	52
ADCY5	233	512	457	818	312	735	306	396	653	627	297	347	470
ADCY6	192	391	458	667	784	729	667	716	561	854	978	936	467
ADCY7	106	165	186	188	160	254	78	119	80	116	129	155	212
ADCY1	112	358	315	256	61	350	50	77	109	40	44	71	314
ADCY2	110	134	152	165	55	120	139	321	171	358	214	382	156
ADCY3	37	121	92	193	176	320	68	176	173	182	215	256	78
ADCY8	13	45	3	8	6	11	2	7	4	5	0	6	7
ADCY9	127	261	402	423	155	415	219	239	569	1107	316	237	408
NUCKS1	777	1013	1663	1840	1809	2129	1820	2198	1597	2783	2490	2210	1879
DDI2	4	21	23	18	6	32	8	17	7	14	17	9	43
DDI1	550	1047	686	628	0	228	4	1	1	0	4	1	707
XRCC1	165	533	328	371	142	309	116	153	150	166	197	161	320
XRCC3	143	394	351	375	205	456	209	264	182	239	246	260	338
XRCC2	36	110	114	46	21	73	21	23	17	20	24	9	112
XRCC5	1360	1847	1726	1500	763	1834	905	920	706	1425	1139	1057	1838
XRCC4	174	183	89	122	52	105	63	59	25	83	98	56	97
SLC22A2	3	6	5	3	0	6	1	0	0	0	0	4	10
MEIS3	71	139	62	56	13	79	10	12	20	23	10	18	42
MEIS2	17	54	47	91	54	109	39	46	66	49	57	84	55
MEIS1	39	88	73	142	73	165	43	61	108	87	65	146	73
PCDHAC2	7	32	54	25	67	25	98	81	32	140	136	56	81
PCDHAC1	7	33	34	19	16	14	14	6	7	14	25	8	28
CTLA4	27	26	19	38	1	33	5	5	0	3	2	2	37
KIAA1199	69	130	265	297	808	92	738	996	624	958	847	798	261
ESPNL	27	35	31	83	32	62	7	105	10	31	42	32	19
OR5AN1	0	0	0	0	0	1	0	0	0	0	0	0	0
DDX60	50	103	125	161	145	156	143	124	116	170	159	173	140
CTSL1	1131	1283	849	906	571	1419	547	606	415	801	818	771	954
CTSL2	991	723	1737	2072	2933	917	1399	2446	1870	3546	3004	2243	1920
H2AFY2	214	195	374	283	349	240	481	471	301	710	697	488	411
ADCY10	173	640	378	246	1	199	8	2	2	4	6	2	407
KCNA6	33	70	36	24	19	43	4	10	0	4	6	2	40
KCNA7	1	9	1	6	1	7	0	1	1	0	0	0	10
KCNA4	1	1	1	3	4	2	2	1	1	0	4	2	3
KCNA5	2	3	7	10	20	19	2	19	14	4	11	14	16
KCNA2	4	21	19	14	3	16	6	5	5	9	21	10	27
KCNA3	11	9	19	15	1	18	1	4	1	3	1	5	26
KCNA1	1	4	7	2	1	2	1	0	4	1	0	0	5
OPTN	1324	2189	1603	1746	1068	1197	944	1304	859	1784	1153	1219	1700
BHMT	9	8	11	14	7	9	3	8	4	3	1	15	12
OPTC	0	10	7	1	0	7	1	6	2	2	5	2	8
FTL	1389	1584	973	3415	2666	5941	1459	2594	3171	2239	2064	3703	968
FTO	63	198	230	262	307	309	335	336	321	473	444	369	271
ACACA	326	1014	847	802	525	836	467	480	404	541	783	665	878
ACACB	280	622	493	828	541	769	473	615	658	605	454	576	470
ZDHHC3	1165	2882	1699	1506	607	1264	616	675	625	963	755	817	1692
PLA2G2A	14	18	16	32	6	159	3	10	19	6	10	28	14
PLA2G2C	1	5	2	3	0	1	3	1	3	0	0	0	2
PLA2G2E	0	1	0	1	0	0	1	1	0	0	1	2	1
PLA2G2D	0	3	1	15	1	3	0	0	0	0	1	1	0
PLA2G2F	0	4	1	3	0	1	0	0	0	0	1	1	0
OR8J3	0	0	0	1	0	0	0	1	0	0	0	0	1
OR8J1	0	0	0	0	0	0	0	0	0	0	0	0	2
CYFIP1	352	578	753	769	426	793	353	512	427	599	568	442	751
CYFIP2	138	261	313	231	59	402	47	80	76	132	67	62	280
KRTAP29-1	0	0	0	0	1	0	0	0	1	0	0	0	1
LHPP	233	357	310	271	141	265	143	190	126	286	224	217	305
NUP188	1269	3751	3251	2209	290	2634	261	326	223	358	375	345	3200
SETMAR	131	136	274	299	267	226	344	357	286	517	367	328	284
GLT8D2	71	105	52	147	105	165	52	91	125	76	92	134	39
GLT8D1	906	1365	852	805	320	900	304	309	246	395	371	391	898
OR2C3	15	29	19	28	5	21	1	4	3	5	3	2	35
OR2C1	0	2	5	1	0	0	0	0	0	1	0	1	0
OR51A2	0	0	0	0	0	0	0	0	1	0	0	0	0
REG1A	4	6	3	3	0	1	0	0	0	0	0	0	4
REG1B	1	1	1	0	0	0	0	0	0	0	0	0	0
MRGPRD	0	4	1	0	1	2	0	0	0	0	0	0	1
MRGPRE	0	1	2	1	1	1	0	1	2	6	0	1	1
OSR2	210	457	169	1196	901	1683	581	883	1482	779	877	1258	154
MRGPRG	0	7	1	1	0	2	0	0	0	0	0	0	2
TTC39B	89	167	118	83	16	52	13	21	8	18	16	7	114
TTC39A	510	1432	763	617	100	496	126	172	139	402	159	138	810
BPNT1	217	240	128	152	119	206	104	106	61	153	138	134	179
C1orf141	125	243	189	180	103	98	160	126	88	194	183	115	201
BCL9	120	417	499	548	351	566	294	318	257	470	437	346	578
BCL6	187	466	489	550	354	600	345	534	413	680	506	449	469
BCL3	52	94	147	182	176	267	154	237	185	247	191	209	151
BCL2	46	78	117	183	67	121	54	110	108	172	117	119	136
NPEPL1	9	18	21	20	24	47	17	26	14	26	31	19	25
CLMN	700	1758	1192	1097	296	621	175	193	191	164	249	165	1268
CLMP	14	30	27	112	113	74	86	67	94	169	62	70	29
MTM1	169	241	396	374	411	323	393	502	330	765	584	439	468
CSNK1G2	1207	3354	1812	1589	415	1176	530	514	398	632	698	504	1771
CSNK1G3	260	416	404	352	188	442	247	197	117	276	279	237	451
MOSPD3	297	678	297	247	64	161	83	75	76	134	112	92	285
CSNK1G1	433	918	650	551	190	542	180	191	135	323	219	173	707
SERPINB1	75	83	124	191	202	223	229	265	230	379	304	250	134
SERPINB3	13	32	7	24	0	4	0	0	0	0	1	0	13
SERPINB2	1	3	1	3	0	0	0	0	0	0	0	2	1
SERPINB5	76	84	65	35	2	50	8	1	1	2	2	2	88
SERPINB4	0	0	3	1	1	2	0	0	0	0	0	0	3
SERPINB7	3	8	1	9	0	2	0	0	1	0	0	0	6
SERPINB6	2535	3431	1975	1971	554	1712	804	722	886	1298	1120	956	1945
FAM76B	328	522	463	391	186	453	242	330	197	235	300	228	452
FAM76A	225	345	299	270	73	286	54	99	101	94	93	106	306
EXD3	54	96	81	157	123	137	95	100	96	141	137	147	73
EXD2	421	883	682	557	253	642	217	218	202	351	322	273	703
EXD1	273	590	480	366	1	485	0	2	2	1	5	2	508
ELP6	235	315	286	268	165	313	216	220	171	255	218	211	257
ELP5	1552	2268	1497	1127	370	1064	437	487	378	651	553	512	1564
ELP4	108	140	112	110	55	120	45	53	39	64	73	46	131
ELP3	230	313	416	352	219	381	315	295	255	582	363	317	396
ELP2	300	526	465	337	231	475	242	286	262	581	375	320	508
SPRYD3	205	305	379	366	342	482	319	398	379	528	413	390	362
SPRYD4	64	97	130	122	126	171	186	213	158	348	218	226	134
KLHDC9	531	1191	559	418	22	475	17	25	18	12	32	32	531
