gene	TS001	TS002	TS003	TS004	TS005	TS007	TS008	TS009	TS010	TS011	TS012
CCDC70	1357	2107	908	805	3	4	6	1	0	12	3
CCDC71	184	341	314	267	175	198	179	189	346	282	229
CCDC78	14	27	30	13	11	14	10	6	12	7	13
CCDC79	157	276	232	140	1	0	0	1	1	0	1
HIST3H2BB	0	2	0	0	1	1	0	1	5	1	0
GHITM	2193	3160	2348	2019	882	1218	1125	810	1767	1762	1404
CNTLN	111	251	256	250	196	244	182	140	371	341	232
CSHL1	0	3	0	1	0	0	0	0	0	0	0
FKBP1B	17	19	10	18	8	7	2	6	4	5	11
FKBP1A	355	444	523	595	532	576	503	418	800	590	743
MAP10	79	141	168	99	113	86	77	61	111	131	64
LGALS9C	1	2	0	6	0	0	0	1	0	0	0
LGALS9B	0	0	1	1	0	0	0	0	0	0	0
UNC50	453	501	451	404	204	254	254	187	408	285	267
NKAIN4	21	40	27	29	2	26	12	1	6	38	37
NKAIN3	1	2	2	1	1	0	0	0	0	0	0
NKAIN2	16	13	14	13	1	0	2	2	1	5	0
NKAIN1	5	23	17	11	0	1	1	0	2	1	2
MAP1A	146	548	477	528	484	287	503	307	493	370	410
MAP1B	619	1090	1918	1783	2760	2803	2563	1551	4416	3809	2713
IGSF9B	8	70	124	125	210	95	236	172	369	219	124
RMI2	195	323	243	271	60	54	111	57	33	53	53
UNC5B	91	327	1070	547	148	641	324	1131	2108	416	229
UNC5C	71	141	237	302	414	514	326	296	670	506	435
VGF	13	36	25	17	2	1	3	2	3	3	5
UNC5A	16	47	24	22	0	0	4	1	0	2	1
UNC5D	18	53	41	19	1	0	1	2	0	0	0
MAP1S	579	2562	1223	1100	293	276	274	215	493	321	350
CCP110	771	1267	1549	876	94	66	96	84	78	94	85
RPL18A	75	78	91	114	97	107	106	105	149	98	135
CLEC18A	10	5	18	4	9	23	22	10	8	32	9
CEND1	6	4	7	4	7	4	9	2	4	4	4
CLEC18B	11	4	9	24	28	34	56	26	20	61	11
SDR42E1	93	110	118	73	29	37	27	35	33	54	15
ALOX12B	5	6	10	3	1	5	4	1	7	4	2
EPB41L1	238	431	506	615	453	434	489	454	657	462	572
PPCDC	102	106	107	112	69	100	95	103	140	109	130
EPB41L3	750	2053	1795	1633	857	1044	1092	708	2010	1503	1223
EPB41L2	878	2377	2523	2038	1273	1018	1325	1082	2226	1343	1545
EPB41L5	762	1534	1613	1268	313	352	338	236	577	426	287
ACSS3	34	60	34	94	58	46	64	64	61	82	95
ACSS2	261	488	455	508	363	370	337	277	376	652	440
ACSS1	785	1045	1894	1656	1608	1965	2556	1983	3153	3140	2344
KIDINS220	245	498	678	781	806	708	764	638	990	921	729
PCOLCE2	82	109	109	66	1	6	1	0	5	8	10
DFNA5	221	188	457	474	432	648	581	451	1153	660	510
MAGEH1	542	529	1052	800	787	1319	1020	757	2276	1623	1447
WNT3	88	122	46	48	8	2	5	4	2	2	10
WNT2	28	95	11	28	3	2	11	3	3	0	7
WNT1	13	38	38	23	0	1	1	1	0	1	1
LRRN4	1	2	3	2	0	4	2	3	2	2	0
AGXT	1	1	1	0	3	0	6	2	1	6	4
LRRN2	80	117	105	258	545	447	631	232	455	575	553
LRRN1	77	167	487	329	426	755	806	430	1557	877	682
WNT4	18	31	28	51	44	22	19	43	54	17	31
RNF175	29	32	17	7	5	3	2	1	3	4	0
RNF170	109	148	235	244	188	166	216	174	239	243	279
PCNA	667	655	536	424	97	100	107	84	138	124	119
ZBTB7A	67	185	282	300	324	287	383	271	459	398	376
ZBTB7C	125	323	284	389	528	527	471	365	848	757	591
ZBTB7B	101	231	260	234	332	320	286	204	478	459	439
PCNP	485	614	604	810	604	547	681	499	749	771	762
PCNT	677	1575	1829	1234	726	787	891	491	1047	954	748
PCNX	836	1742	1707	1439	1048	1148	1090	758	1597	1439	903
UTY	56	138	280	227	264	370	410	263	546	399	267
PACRG	364	665	320	236	37	65	77	44	109	84	40
DNPH1	35	44	39	64	39	33	37	44	46	39	59
UFD1L	192	426	267	245	87	120	111	95	189	109	136
ILF3	2260	4592	4551	4278	2583	2891	3023	2396	3880	3793	3104
ILF2	1483	1660	1343	1087	420	463	502	362	756	643	619
BOK	148	207	406	413	444	432	378	338	773	509	611
BOC	48	97	103	221	189	69	187	158	131	139	218
DENND2C	66	215	205	100	10	7	12	15	10	13	9
DENND2A	39	54	40	103	76	26	68	57	52	48	89
DENND2D	181	291	204	127	73	66	65	31	112	123	98
GAGE1	24	29	53	22	0	0	0	0	0	0	0
PPT1	615	844	1160	1063	1002	1336	1165	963	1926	1508	1381
PPT2	49	96	132	136	103	138	178	116	245	189	165
GAGE5	0	0	0	0	0	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0	0	0
GAGE7	0	0	0	0	0	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0	0	0	0	0	0
DEFB125	2	4	2	0	0	0	0	0	0	0	0
SAFB	692	912	933	769	361	317	374	360	471	386	488
TRNP1	15	20	20	14	8	5	7	8	8	5	10
DEFB123	470	333	819	597	699	1164	945	654	1705	898	900
PPP1R26	216	414	590	517	457	475	503	296	590	606	584
PPP1R21	170	248	341	331	248	209	305	206	340	305	254
NGLY1	1030	1541	826	840	179	149	156	114	244	198	190
LMX1A	31	105	23	23	0	1	3	1	0	0	0
ZCCHC24	223	395	664	735	1078	722	1053	759	1295	1131	1028
LMX1B	46	109	101	80	3	2	6	2	0	3	2
OR6V1	0	2	0	0	0	0	0	0	0	0	0
MRGPRF	87	150	92	284	227	110	210	258	260	145	222
ETV3L	1	1	0	0	1	0	1	0	0	0	0
KCP	12	35	17	15	0	2	2	0	2	2	2
CNR1	13	23	43	34	20	15	29	19	8	9	10
GBX2	3	4	3	2	0	0	0	0	1	0	0
GBX1	53	130	84	64	0	0	1	1	0	1	0
CNR2	0	3	6	2	0	0	0	0	0	1	0
GNL3L	44	144	161	140	168	163	166	117	320	215	157
TGS1	126	229	298	223	123	193	179	127	313	239	183
ANKS1B	83	148	110	68	7	13	18	15	23	5	9
ANKS1A	556	1201	1798	1560	1389	1575	1438	1256	2803	1734	1741
ADAM10	142	311	382	331	300	432	400	241	592	499	327
ADAM11	70	239	177	199	117	113	157	93	117	177	166
ADAM12	3	23	26	56	40	16	44	36	33	37	81
ADAM15	107	189	209	258	187	183	318	323	240	276	314
ADAM17	165	351	647	511	530	712	695	460	1231	920	725
ADAM18	340	444	182	132	0	1	1	0	0	5	1
ADAM19	34	70	102	100	34	23	68	42	30	32	56
MEPE	2	1	1	1	0	1	5	1	0	0	3
HAGH	716	1021	716	599	208	345	267	203	386	421	384
G3BP1	650	1001	968	841	307	181	269	228	363	385	344
OPALIN	1	1	1	0	0	0	0	0	0	0	0
U2AF1L4	125	178	118	113	36	62	55	52	75	86	92
NDEL1	289	516	475	413	317	290	347	276	509	472	418
SHANK3	74	348	362	411	353	189	433	479	314	231	254
SHANK2	24	88	78	63	40	35	23	21	46	13	26
SHANK1	11	76	63	44	13	9	11	10	9	6	10
PLAC8L1	175	150	107	61	8	7	6	6	6	6	5
UCP2	138	335	262	230	152	94	195	103	167	138	115
PCSK9	20	41	25	23	4	2	5	3	6	25	14
PCSK2	42	252	248	67	31	255	901	450	1787	661	310
PCSK1	5	11	7	17	12	5	14	4	14	6	30
PCSK6	205	431	977	781	1001	1814	1079	842	3086	2462	1646
PCSK7	292	508	460	470	210	261	374	244	421	261	268
PCSK4	1449	3810	2029	1206	33	51	42	41	52	57	60
PCSK5	28	86	115	99	147	205	173	106	341	191	169
SP140L	24	55	47	81	62	38	55	63	57	75	50
TC2N	134	253	234	256	57	19	122	88	133	129	63
PLTP	118	263	142	690	432	335	359	657	492	313	569
DPYSL4	133	264	157	158	37	25	71	72	16	47	55
SETBP1	34	117	195	220	267	296	277	240	483	331	292
SAMSN1	6	4	5	23	14	1	10	7	5	9	14
FAM151B	18	26	14	15	4	2	6	4	5	5	2
FAM151A	3	12	5	3	1	4	4	2	2	4	3
PAXIP1	133	370	380	272	115	107	113	80	104	106	92
VPRBP	758	3157	1998	1447	158	225	209	146	402	277	178
USE1	128	123	108	148	93	116	74	83	81	93	100
CNRIP1	29	46	27	113	95	40	86	91	74	87	132
ARMCX5-GPRASP2	3	2	0	3	7	2	3	2	4	6	1
CDC34	1073	1223	997	962	288	339	279	211	421	370	343
CDC37	726	1477	1196	1219	898	1052	1095	901	1355	1307	1307
OR2T34	0	0	0	0	0	0	0	0	0	0	0
OR2T35	1	0	0	1	0	0	0	0	0	0	0
OR2T33	3	0	0	0	0	0	0	0	0	0	0
SPIN2A	0	0	0	0	2	2	2	0	4	2	1
SPIN2B	10	16	22	29	26	21	24	19	58	53	28
PGLS	158	188	219	203	134	197	194	199	303	215	267
WDR7	120	347	302	231	218	227	219	140	369	319	188
CCDC42B	6	10	4	11	2	3	6	9	9	1	2
WDR1	1660	3167	2296	2550	1218	1419	1373	925	1723	1357	1536
CCNA1	699	2060	1056	809	3	2	6	5	3	6	2
DYNC1I1	20	62	24	46	16	20	36	26	32	56	48
VPS28	885	1019	743	673	290	318	331	313	366	423	443
DYNC1I2	295	473	529	491	260	397	308	217	598	448	460
TAS2R50	0	1	0	1	1	0	3	2	0	0	1
SKA3	147	243	184	155	3	3	3	3	2	1	3
SKA2	176	194	264	253	195	289	274	197	400	355	329
GRID2IP	13	30	21	16	2	3	1	3	2	2	1
PCDH20	11	28	12	17	6	1	7	3	3	1	5
MT1P2	1	1	0	0	1	0	0	0	0	0	1
C6orf89	779	1540	1970	1808	1495	1949	1675	1318	3168	2270	1925
PPP1R13B	662	2228	1315	1055	314	376	483	558	711	360	321
PPP1R13L	11	65	39	56	41	29	51	80	65	37	48
TMC5	92	291	128	100	124	55	86	21	54	61	56
WNT10A	8	11	10	7	2	2	3	7	10	1	5
WNT10B	25	68	54	39	1	1	1	3	3	2	4
NEUROG3	1	0	0	0	1	0	0	0	0	0	1
OR4A47	0	0	0	0	0	0	0	0	0	0	0
HOGA1	5	16	8	6	5	10	3	1	20	6	1
TM4SF18	12	33	57	84	122	33	118	124	63	86	88
TM4SF19	6	9	6	3	0	0	2	0	0	0	0
POU3F3	2	1	4	3	0	0	0	0	0	0	0
POU3F2	3	9	17	11	0	1	4	1	0	1	0
POU3F1	40	84	64	59	4	13	11	7	5	35	8
LAMB1	348	646	380	1470	1782	1013	1648	1516	1261	874	1518
LAMB3	17	41	37	31	33	20	20	18	40	18	43
LAMB2	901	1328	1692	2582	3081	2514	2531	2382	3250	3222	3412
CYSLTR2	3	2	6	7	3	1	10	8	10	40	11
LAMB4	17	75	21	20	0	0	1	2	1	1	0
ATP7B	395	1073	492	610	106	152	226	143	217	194	199
MPHOSPH9	142	403	273	219	60	56	52	32	72	68	36
MPHOSPH8	446	704	795	704	404	243	405	375	505	448	423
POU3F4	0	0	0	0	0	0	1	0	0	0	0
MPHOSPH6	137	174	173	150	65	71	93	59	101	92	68
ASTN2	446	582	929	1033	1284	1825	1116	1093	2745	1722	1680
ASTN1	17	70	46	38	14	15	33	16	7	45	13
MGA	407	799	1055	770	561	530	611	409	833	698	474
MGP	616	382	426	1684	1216	574	1342	1352	1067	951	1090
ADSS	1266	1495	1236	1123	247	300	385	194	589	393	340
SAMD4A	1402	4084	1335	1568	124	112	144	107	134	124	101
ADSL	355	475	423	366	211	220	227	170	396	268	275
SAMD4B	227	1335	1391	1085	714	767	815	669	1373	1048	886
GAS2L1	770	1041	1979	1672	2057	2709	2410	1611	4008	2878	2366
GAS2L3	12	43	57	27	3	16	6	2	24	13	7
GAS2L2	4	8	3	3	7	6	10	5	4	7	6
FAM53B	510	1350	1351	1313	951	995	857	813	1792	1216	1156
FAM53C	1117	2698	2590	2252	1412	1402	1568	977	2466	1485	1462
LOC646498	32	67	15	19	1	0	0	0	0	1	0
XRRA1	439	1202	685	429	27	21	23	38	109	74	27
HN1L	411	608	593	548	259	125	215	160	234	219	195
ZW10	230	381	302	304	118	136	129	94	146	183	119
RSRC1	52	113	77	76	52	45	53	27	50	76	85
RSRC2	712	1044	953	904	522	486	572	375	702	696	649
CPN2	2	3	13	7	30	30	31	10	60	29	31
CPN1	7	29	20	10	0	0	0	2	0	1	0
CDADC1	266	454	387	285	115	128	130	129	231	151	159
PHACTR1	18	47	27	27	15	6	13	9	13	9	8
OR2K2	1	2	0	2	0	0	1	0	1	2	1
ARHGAP44	64	233	165	177	41	38	60	69	61	54	79
CASQ1	46	82	91	76	8	12	11	18	12	55	19
ARHGAP40	21	58	26	19	0	0	2	0	0	1	0
ARHGAP42	60	175	76	63	45	43	22	14	38	24	29
NLGN1	53	160	43	63	27	12	30	32	28	27	18
SOX18	62	93	75	84	41	26	65	95	39	32	48
CDC42EP3	639	1533	929	954	231	204	281	423	373	210	196
CDC42EP2	23	48	46	58	50	35	42	45	50	44	46
CDC42EP1	227	493	686	659	752	1138	871	821	1550	1031	1213
CDC42EP5	39	65	32	55	43	21	47	35	39	17	38
CDC42EP4	387	761	1217	1119	1329	1726	1587	1040	2501	1816	1732
GPRC6A	0	0	0	0	0	0	2	0	0	0	0
TBKBP1	207	694	418	417	165	136	194	221	156	138	203
ABI2	786	1390	1567	1516	1463	1710	1629	1045	2180	1847	1458
ABI3	10	15	14	14	11	3	24	20	8	12	11
OTC	7	7	4	6	0	0	0	0	0	0	1
TESC	275	299	183	159	9	22	18	19	25	20	37
OTP	6	5	9	9	0	0	0	0	0	0	0
PITPNC1	67	69	133	114	137	157	181	136	311	157	122
KRT39	0	0	1	0	0	0	0	0	0	0	0
KRT31	1	4	3	5	0	0	1	0	1	1	0
KRT32	3	1	0	0	4	0	2	10	3	0	1
KRT35	1	0	0	0	1	0	0	0	0	2	0
AOC3	167	233	309	567	261	204	404	521	544	288	348
KRT37	1	0	1	0	0	0	0	1	1	0	0
KRT36	2	3	4	2	2	1	0	0	0	0	4
IL21	2	13	12	2	0	0	0	0	0	0	0
IL20	0	1	0	2	0	0	1	0	0	0	0
IL22	1	0	1	1	0	0	0	0	0	0	0
IL25	6	12	5	2	1	0	0	1	0	0	0
IL24	1	0	2	0	0	0	0	0	0	0	0
IL27	0	2	1	3	2	0	1	5	0	0	1
IL26	1	0	0	0	0	0	0	0	0	0	1
TIMP2	2476	5849	6753	9609	9086	11230	9308	10137	14614	6526	10071
EPX	2	2	7	5	8	10	15	4	10	9	16
CLINT1	326	483	794	695	631	732	954	543	1073	1051	754
DMAP1	310	399	382	375	169	250	224	242	295	256	289
SLC22A7	19	67	54	22	3	3	2	2	0	1	0
AHRR	302	569	307	254	28	12	26	56	24	20	37
ADCY4	12	27	45	74	90	84	163	153	93	92	69
ADCY5	233	512	457	818	312	306	396	653	627	297	347
ADCY6	192	391	458	667	784	667	716	561	854	978	936
ADCY7	106	165	186	188	160	78	119	80	116	129	155
ADCY1	112	358	315	256	61	50	77	109	40	44	71
ADCY2	110	134	152	165	55	139	321	171	358	214	382
ADCY3	37	121	92	193	176	68	176	173	182	215	256
ADCY8	13	45	3	8	6	2	7	4	5	0	6
ADCY9	127	261	402	423	155	219	239	569	1107	316	237
NUCKS1	777	1013	1663	1840	1809	1820	2198	1597	2783	2490	2210
DDI2	4	21	23	18	6	8	17	7	14	17	9
DDI1	550	1047	686	628	0	4	1	1	0	4	1
XRCC1	165	533	328	371	142	116	153	150	166	197	161
XRCC3	143	394	351	375	205	209	264	182	239	246	260
XRCC2	36	110	114	46	21	21	23	17	20	24	9
XRCC5	1360	1847	1726	1500	763	905	920	706	1425	1139	1057
XRCC4	174	183	89	122	52	63	59	25	83	98	56
SLC22A2	3	6	5	3	0	1	0	0	0	0	4
MEIS3	71	139	62	56	13	10	12	20	23	10	18
MEIS2	17	54	47	91	54	39	46	66	49	57	84
MEIS1	39	88	73	142	73	43	61	108	87	65	146
PCDHAC2	7	32	54	25	67	98	81	32	140	136	56
PCDHAC1	7	33	34	19	16	14	6	7	14	25	8
CTLA4	27	26	19	38	1	5	5	0	3	2	2
KIAA1199	69	130	265	297	808	738	996	624	958	847	798
ESPNL	27	35	31	83	32	7	105	10	31	42	32
OR5AN1	0	0	0	0	0	0	0	0	0	0	0
DDX60	50	103	125	161	145	143	124	116	170	159	173
CTSL1	1131	1283	849	906	571	547	606	415	801	818	771
CTSL2	991	723	1737	2072	2933	1399	2446	1870	3546	3004	2243
H2AFY2	214	195	374	283	349	481	471	301	710	697	488
ADCY10	173	640	378	246	1	8	2	2	4	6	2
KCNA6	33	70	36	24	19	4	10	0	4	6	2
KCNA7	1	9	1	6	1	0	1	1	0	0	0
KCNA4	1	1	1	3	4	2	1	1	0	4	2
KCNA5	2	3	7	10	20	2	19	14	4	11	14
KCNA2	4	21	19	14	3	6	5	5	9	21	10
KCNA3	11	9	19	15	1	1	4	1	3	1	5
KCNA1	1	4	7	2	1	1	0	4	1	0	0
OPTN	1324	2189	1603	1746	1068	944	1304	859	1784	1153	1219
BHMT	9	8	11	14	7	3	8	4	3	1	15
OPTC	0	10	7	1	0	1	6	2	2	5	2
FTL	1389	1584	973	3415	2666	1459	2594	3171	2239	2064	3703
FTO	63	198	230	262	307	335	336	321	473	444	369
ACACA	326	1014	847	802	525	467	480	404	541	783	665
ACACB	280	622	493	828	541	473	615	658	605	454	576
ZDHHC3	1165	2882	1699	1506	607	616	675	625	963	755	817
PLA2G2A	14	18	16	32	6	3	10	19	6	10	28
PLA2G2C	1	5	2	3	0	3	1	3	0	0	0
PLA2G2E	0	1	0	1	0	1	1	0	0	1	2
PLA2G2D	0	3	1	15	1	0	0	0	0	1	1
PLA2G2F	0	4	1	3	0	0	0	0	0	1	1
OR8J3	0	0	0	1	0	0	1	0	0	0	0
OR8J1	0	0	0	0	0	0	0	0	0	0	0
CYFIP1	352	578	753	769	426	353	512	427	599	568	442
CYFIP2	138	261	313	231	59	47	80	76	132	67	62
KRTAP29-1	0	0	0	0	1	0	0	1	0	0	0
LHPP	233	357	310	271	141	143	190	126	286	224	217
NUP188	1269	3751	3251	2209	290	261	326	223	358	375	345
SETMAR	131	136	274	299	267	344	357	286	517	367	328
GLT8D2	71	105	52	147	105	52	91	125	76	92	134
GLT8D1	906	1365	852	805	320	304	309	246	395	371	391
OR2C3	15	29	19	28	5	1	4	3	5	3	2
OR2C1	0	2	5	1	0	0	0	0	1	0	1
OR51A2	0	0	0	0	0	0	0	1	0	0	0
REG1A	4	6	3	3	0	0	0	0	0	0	0
REG1B	1	1	1	0	0	0	0	0	0	0	0
MRGPRD	0	4	1	0	1	0	0	0	0	0	0
MRGPRE	0	1	2	1	1	0	1	2	6	0	1
OSR2	210	457	169	1196	901	581	883	1482	779	877	1258
MRGPRG	0	7	1	1	0	0	0	0	0	0	0
TTC39B	89	167	118	83	16	13	21	8	18	16	7
TTC39A	510	1432	763	617	100	126	172	139	402	159	138
BPNT1	217	240	128	152	119	104	106	61	153	138	134
C1orf141	125	243	189	180	103	160	126	88	194	183	115
BCL9	120	417	499	548	351	294	318	257	470	437	346
BCL6	187	466	489	550	354	345	534	413	680	506	449
BCL3	52	94	147	182	176	154	237	185	247	191	209
BCL2	46	78	117	183	67	54	110	108	172	117	119
NPEPL1	9	18	21	20	24	17	26	14	26	31	19
CLMN	700	1758	1192	1097	296	175	193	191	164	249	165
CLMP	14	30	27	112	113	86	67	94	169	62	70
MTM1	169	241	396	374	411	393	502	330	765	584	439
CSNK1G2	1207	3354	1812	1589	415	530	514	398	632	698	504
CSNK1G3	260	416	404	352	188	247	197	117	276	279	237
MOSPD3	297	678	297	247	64	83	75	76	134	112	92
CSNK1G1	433	918	650	551	190	180	191	135	323	219	173
SERPINB1	75	83	124	191	202	229	265	230	379	304	250
SERPINB3	13	32	7	24	0	0	0	0	0	1	0
SERPINB2	1	3	1	3	0	0	0	0	0	0	2
SERPINB5	76	84	65	35	2	8	1	1	2	2	2
SERPINB4	0	0	3	1	1	0	0	0	0	0	0
SERPINB7	3	8	1	9	0	0	0	1	0	0	0
SERPINB6	2535	3431	1975	1971	554	804	722	886	1298	1120	956
FAM76B	328	522	463	391	186	242	330	197	235	300	228
FAM76A	225	345	299	270	73	54	99	101	94	93	106
EXD3	54	96	81	157	123	95	100	96	141	137	147
EXD2	421	883	682	557	253	217	218	202	351	322	273
EXD1	273	590	480	366	1	0	2	2	1	5	2
ELP6	235	315	286	268	165	216	220	171	255	218	211
ELP5	1552	2268	1497	1127	370	437	487	378	651	553	512
ELP4	108	140	112	110	55	45	53	39	64	73	46
ELP3	230	313	416	352	219	315	295	255	582	363	317
ELP2	300	526	465	337	231	242	286	262	581	375	320
SPRYD3	205	305	379	366	342	319	398	379	528	413	390
SPRYD4	64	97	130	122	126	186	213	158	348	218	226
KLHDC9	531	1191	559	418	22	17	25	18	12	32	32
KLHDC4	286	433	329	255	85	111	143	111	216	146	153
KLHDC2	512	786	628	490	236	243	283	214	374	377	350
KLHDC3	3038	5034	2611	2419	688	856	640	575	1242	1114	1056
KLHDC1	77	135	117	136	69	46	77	54	81	75	108
ASXL1	882	3178	2031	1866	910	868	1070	837	1304	1162	976
TRIM51	5	3	2	2	0	0	0	0	1	0	0
ASXL3	170	635	281	165	1	14	8	6	4	11	1
ASXL2	157	956	882	527	209	175	223	150	348	265	157
DDX6	680	1301	1607	1520	861	850	835	659	1249	1005	907
HDDC2	570	534	446	431	186	191	214	141	272	262	248
HDDC3	183	135	110	91	43	50	55	44	64	64	53
DONSON	357	619	435	403	112	114	135	75	102	121	118
SPATA13	146	349	488	456	440	526	581	421	767	496	425
SPATA12	263	678	316	234	0	0	5	4	2	3	0
SPATA17	718	1011	544	494	3	2	4	4	4	10	3
SPATA16	778	1841	518	566	3	1	3	1	0	8	4
SPATA18	1122	2588	807	1114	132	221	188	185	278	246	132
VCP	1758	2779	2542	2327	1394	1419	1350	1149	2119	2008	1686
ZNF214	39	105	107	62	25	22	29	10	36	24	16
RINL	14	31	19	30	16	32	13	12	38	22	32
HFE	6	21	24	36	41	38	34	23	43	24	33
GPR144	1	6	3	3	1	8	5	1	5	4	5
GPR146	16	26	42	56	44	40	52	70	49	45	45
GPR141	1	4	5	3	0	0	1	1	0	0	4
GPR142	0	7	8	3	0	2	4	0	2	3	0
GPR143	2	8	6	19	3	5	16	17	13	9	15
GPR148	0	1	0	1	0	1	0	0	1	0	1
GPR149	1	7	2	0	0	0	8	8	5	1	0
SLC7A6	240	589	653	570	272	256	355	448	567	429	346
HLA-B	979	1451	3108	2310	1595	1448	2098	2023	1715	1243	3015
CITED1	1316	1101	2050	1954	2360	2949	2287	1806	3612	2931	2565
TRAK1	255	503	1080	994	1304	1595	1433	1100	2394	1771	1396
CITED4	244	312	464	226	172	289	311	269	526	242	299
DAGLA	32	216	155	159	53	48	58	90	96	73	58
DAGLB	166	207	240	198	130	160	134	108	171	155	191
SLC7A2	360	627	1106	943	467	1151	846	939	2178	1817	1174
HLA-F	51	120	68	128	92	59	108	145	90	85	177
SLC7A1	292	801	1164	1132	1313	1935	1322	605	2010	1273	1130
CSNK1A1L	108	185	197	96	28	34	30	22	50	48	43
HIRA	231	373	388	343	193	209	145	158	279	286	279
RIN1	83	144	69	80	19	21	25	25	18	25	36
RIN3	176	257	610	527	697	858	733	551	1374	853	843
RIN2	48	64	78	144	178	151	214	138	131	180	261
WWOX	113	230	142	160	48	45	47	63	63	56	73
RIPK1	139	242	263	344	279	287	280	251	412	359	369
RIPK3	10	7	20	10	14	11	15	18	26	29	8
RIPK2	72	107	132	115	55	47	67	23	52	53	72
PDCL	79	133	213	159	100	99	140	90	201	149	131
SRCIN1	25	58	66	74	66	96	91	33	110	84	124
TUBG1	1006	2479	1389	1090	118	183	178	132	248	249	186
C2orf27A	13	19	19	14	14	34	31	18	24	28	15
CRABP1	5	8	1	2	0	0	1	0	0	0	1
FAM149A	61	88	59	80	13	13	11	29	20	12	29
C2orf27B	1	2	2	0	1	0	0	0	1	0	0
C7orf73	591	722	805	840	661	895	847	505	1390	1136	840
C7orf72	25	82	38	30	0	0	0	1	0	1	0
C7orf71	29	110	53	58	0	2	0	0	0	1	0
C7orf76	0	1	1	0	0	0	0	1	1	0	0
TUBG2	106	141	187	191	208	254	336	271	370	321	294
ZNF419	89	125	140	144	140	144	207	124	196	205	140
ZNF418	45	104	130	140	82	95	141	93	131	100	78
ZNF417	53	98	124	110	126	99	118	85	118	99	70
ZNF416	74	139	171	90	54	45	66	45	101	80	73
ZNF415	289	712	372	369	208	277	301	218	452	453	266
ZNF414	105	188	154	133	50	80	94	83	120	99	84
ZNF410	808	1296	996	860	338	441	462	349	719	551	502
GLIPR2	31	36	45	112	81	54	73	82	84	59	100
PRAMEF3	0	0	0	0	0	0	0	0	0	0	0
SSSCA1	263	256	189	136	65	68	62	46	121	89	89
POU4F1	35	109	67	50	3	2	13	10	7	7	7
POU4F2	23	61	31	31	0	0	0	0	1	0	1
POU4F3	0	2	1	1	0	2	1	0	1	1	0
FBF1	398	1355	934	609	116	167	186	189	244	222	161
RASA4	0	3	5	5	6	7	3	8	6	9	6
HM13	326	485	582	590	580	608	558	411	966	716	636
RASA2	47	115	70	58	23	32	21	20	32	35	12
RASA3	109	253	215	238	138	38	124	92	263	102	133
ACTN3	41	186	98	71	0	0	1	3	0	6	7
ACTN2	92	167	234	492	671	597	719	615	1073	806	651
ACTN1	269	500	408	853	550	300	602	753	660	304	425
NGFRAP1	1157	853	1417	1694	1770	2212	1957	1551	3059	2324	2537
ACTN4	193	675	717	928	820	660	1022	920	816	905	861
EZR	1074	1372	2062	2217	1944	2209	2289	1637	3537	2530	2902
AMER1	6	30	31	63	95	55	69	61	69	101	68
N6AMT1	39	39	67	78	94	104	93	72	151	115	81
N6AMT2	38	51	34	40	24	26	34	23	30	34	33
OR5J2	3	0	0	0	0	0	0	0	0	0	0
UBXN4	1182	2257	2045	1750	1297	1309	1446	1011	1914	1767	1444
ABLIM1	744	1221	1454	2710	1920	1315	2003	2904	3085	1496	2170
ABLIM3	41	59	51	62	30	18	44	27	21	29	23
ABLIM2	32	52	52	46	6	9	50	22	32	42	7
UBXN6	2589	4122	2155	2290	711	889	799	680	1183	1130	1188
FAM172A	116	231	213	208	187	207	216	142	261	253	204
BIVM-ERCC5	0	0	0	0	0	0	0	0	0	0	0
ATP6V1E1	580	631	722	702	509	702	657	520	1105	786	926
RAB6A	367	593	820	808	827	739	845	532	1158	1000	927
RAB6B	121	227	197	272	870	611	384	79	458	247	391
RAB6C	6	20	32	9	22	36	35	17	62	21	17
DAOA	0	2	0	2	0	1	1	0	0	0	0
ERVV-1	0	1	1	0	0	1	2	2	1	2	0
ERVV-2	0	0	0	0	0	0	0	1	0	0	0
GDI2	974	1217	1569	1489	1071	1277	1328	968	1986	1673	1410
GDI1	804	1104	1379	1625	1253	1450	1305	1044	1566	1518	1623
TTC30A	337	604	483	300	66	85	69	63	119	91	89
TTC30B	101	152	131	118	44	50	37	29	48	46	38
TFAP4	11	22	26	38	27	31	37	36	36	42	65
SPDL1	425	555	528	393	42	55	58	38	61	79	59
SPG20	551	947	781	830	606	472	530	519	735	557	705
NAPEPLD	294	479	703	684	865	993	1200	586	1511	1010	892
SPTA1	36	102	64	41	15	6	12	2	15	9	13
HGSNAT	96	318	328	972	1061	818	1062	643	891	910	1110
CRYZL1	335	376	263	229	91	91	92	59	111	89	89
SERF2	1878	1652	1526	1674	1246	1412	1467	1151	1921	1641	1699
OR4L1	0	1	0	0	0	0	0	0	0	0	0
NAT9	313	463	405	451	333	346	410	326	551	452	451
NAT8	0	6	4	3	9	4	7	2	5	2	2
NAT2	5	6	5	2	7	6	7	7	5	9	5
NAT1	20	47	28	36	33	20	19	20	28	25	46
NAT6	390	999	466	376	60	87	88	73	88	77	96
FAIM2	154	289	193	183	91	43	40	35	32	50	83
FAIM3	1	12	9	15	7	8	6	4	6	5	6
